59298.2698326	9.51568375002e-10	4.72356701319e-11	8.70903428001e-10	4.91714259717e-11	7.38125144538e-10	5.05481676663e-11
59301.0575785	5.93540010439e-10	3.72525489299e-11	5.74301565322e-10	3.67178314847e-11	5.06593951257e-10	3.62008879753e-11
59301.0555101	3.62051207281e-10	1.38516288091e-11	3.55705024629e-10	1.35588338599e-11	3.22767649819e-10	1.21772521431e-11
59304.4523064	3.1491982396e-89	1.07320679647e-80	3.00054400244e-100	0.5	3.00054400244e-100	0.5
59304.4521143	5.9656806315e-08	4.33990410762e-08	6.40029512108e-10	2.10247972029e-10	5.74513184817e-11	1.62012879812e-11
59307.2984851	3.14658885436e-08	1.07359883192e-08	1.17958706076e-08	2.67779839286e-09	8.54436908504e-10	8.35520171926e-11
59310.4265826	3.76183722791e-09	6.81612155282e-10	2.510151881e-17	5.215389092e-11	7.20941457164e-11	5.20969795594e-12
59313.2761929	0.000310191576483	0.0169574510323	3.25536732472e-94	1.62776180753e-94	3.25536732472e-94	0.5
59313.2761137	3.23452118526e-08	6.31831962069e-08	4.01892591067e-10	4.81731915104e-10	2.84872154384e-10	6.3289219475e-10
59316.3308113	1.1882833174e-10	7.51922080761e-12	1.15300183905e-10	7.32573503578e-12	9.76562402499e-11	6.77007585041e-12
59319.1740999	1.40391236786e-07	8.44732380961e-08	5.22841437459e-08	2.21416086484e-08	1.71842269606e-09	2.05171466924e-10
59326.1549199	5.2296184001e-09	7.34657178721e-10	1.09824693524e-21	4.65285163377e-11	7.17463810886e-11	5.22333660621e-12
59162.3082406	1.24580480044e-08	1.85814903686e-10	1.21912994837e-08	1.93712131055e-10	1.13828234525e-08	1.98010089858e-10
59174.0695442	6.43220681718e-08	6.41901675467e-10	6.26210001988e-08	6.3222996253e-10	5.8767876725e-08	6.41942644495e-10
59180.8360164	5.1108131082e-08	2.61309339185e-10	5.01452729962e-08	2.66157491636e-10	4.73325606441e-08	2.7137494096e-10
59186.8041398	3.05787691288e-08	1.46339053408e-10	3.00158053262e-08	1.52258383774e-10	2.83132680134e-08	1.54828913191e-10
