59202.6072686	5.12318454365e-09	3.32422093286e-11	4.83648672415e-09	3.04811523595e-11	4.34360175571e-09	3.08228126213e-11
59205.8690626	2.71737765577e-09	2.78102634621e-11	2.49155225498e-09	2.61517087356e-11	2.14215060073e-09	2.72313100698e-11
59208.5285024	1.15385171527e-09	1.55246422683e-11	1.04061480408e-09	1.29920872395e-11	8.8460624295e-10	1.35142140041e-11
59214.7027386	1.63889073469e-10	7.33955620721e-12	1.58037445071e-10	7.35419634625e-12	1.39971623527e-10	7.24595883399e-12
59217.1461414	2.22310512567e-10	7.14596607501e-12	2.13510874825e-10	7.3787292981e-12	1.85891700382e-10	7.24949134307e-12
59220.3310529	2.09546301537e-10	1.14420332415e-11	1.63132315272e-10	4.22426531042e-12	1.23503708915e-10	4.23375216578e-12
59223.330632	1.11124546085e-10	5.40988039916e-12	1.04496080264e-10	5.76075505242e-12	8.94128627503e-11	5.66193598463e-12
59226.6493822	6.77267132528e-10	6.86406874439e-11	5.44251957833e-11	3.92541833785e-12	4.50609143573e-11	3.98835824314e-12
59232.7553561	4.52272310794e-11	1.88413407647e-12	4.43812980308e-11	1.85251494995e-12	3.99576556619e-11	1.70738747359e-12
59235.0079192	6.44911319868e-11	3.26754486477e-12	5.99791076256e-11	3.85137935901e-12	5.15822165072e-11	3.87625280918e-12
59237.0580787	4.51024361117e-11	3.72492306297e-12	4.30724920982e-11	3.67596539889e-12	3.74800360552e-11	3.60531285066e-12
59241.5800019	4.53732616938e-11	2.20517277233e-12	4.00682154182e-11	2.31675485281e-12	3.25012451886e-11	2.36224426325e-12
59244.305558	2.74549084584e-10	8.64927204625e-11	9.65383785116e-11	5.44772067139e-12	5.15703406303e-11	3.11525421122e-12
59247.0200604	7.28115036707e-11	4.49769685923e-12	6.23160618946e-11	5.15091424766e-12	4.83392602516e-11	5.19054715194e-12
59250.6059465	2.15506314577e-10	2.27516636389e-11	1.39668992377e-10	4.21431162585e-12	9.78588257118e-11	3.89662124124e-12
59253.4025858	2.64801231178e-10	8.46424147833e-12	2.51362218062e-10	8.95338085087e-12	2.17050104866e-10	8.80864874108e-12
59256.2574724	7.78914879169e-10	1.21374976424e-11	7.39009463746e-10	1.39930776159e-11	6.50084782526e-10	1.4030132125e-11
59259.2447844	1.00681574823e-09	1.14652771163e-11	9.34415427135e-10	1.39091897876e-11	8.10345080651e-10	1.4485659389e-11
59263.4255023	3.57733819916e-10	8.72736731878e-12	3.09848929471e-10	7.61255172746e-12	2.49942437009e-10	8.09131111508e-12
59269.1990581	5.17714108106e-10	9.78363194184e-12	4.58162985414e-10	9.52469560954e-12	3.776417487e-10	1.01767941685e-11
59272.5818885	5.58688844803e-10	9.99232403603e-12	5.29761020491e-10	1.16948492212e-11	4.66820586592e-10	1.18019394665e-11
59275.8397936	8.46486429341e-10	1.18130555848e-11	7.91935843785e-10	1.44505591547e-11	6.87701544944e-10	1.47398712175e-11
59278.9532311	5.36302720485e-10	7.67258584287e-12	4.86452007514e-10	1.01048856904e-11	4.07858952963e-10	1.04248719023e-11
59281.3484954	1.00133639153e-08	2.92549626727e-09	3.15907546068e-10	5.49657036197e-11	2.55146726053e-10	5.97598307454e-11
59284.9295645	3.56467548986e-10	1.0147763814e-11	3.49003674925e-10	1.02112019431e-11	3.1425341075e-10	1.00704976718e-11
59292.1016393	1.34437367594e-09	6.9004609507e-11	1.25363179987e-09	7.19593934652e-11	1.08935642698e-09	7.34355324601e-11
59292.0958274	1.08742671955e-09	2.12128063192e-11	9.48789784388e-10	1.41961840341e-11	7.84892176091e-10	1.48072313405e-11
