# Swift-BAT daily average light curve for 1A 0535+262                   
# Generated Wed Jul 14 11:05:52 UTC 2021
#
#     TIME           RATE          ERROR      YEAR          DAY     STAT_ERR        SYS_ERR   DATA_FLAG   TIMEDEL_EXPO     TIMEDEL_CODED  TIMEDEL_DITHERED
#       d        count/cm^2/s   count/cm^2/s   yr            d    count/cm^2/s   count/cm^2/s                s              s              s
      54204       0.00036153     0.00082755   2007         104     0.00070843     0.00001265      0   15048.00000000  7456.46875000 15048.00000000
      54205      -0.00020432     0.00083151   2007         105     0.00071189    -0.00000715      0   16584.00000000  7686.25000000 16584.00000000
      54206      -0.00190608     0.00088828   2007         106     0.00075836    -0.00006671      0   15688.00000000  7132.46875000 15688.00000000
      54207      -0.00089410     0.00080918   2007         107     0.00069228    -0.00003129      0   19968.00000000  8259.25096846 19968.00000000
      54208      -0.00154002     0.00094611   2007         108     0.00080871    -0.00005390      0   14360.00000000  6315.65625000 14360.00000000
      54209      -0.00013905     0.00095448   2007         109     0.00081718    -0.00000487      0   13776.00000000  6044.62500000 12544.00000000
      54210      -0.00241284     0.00186499   2007         110     0.00159510    -0.00008445      0    3392.00000000  1481.62500000  3392.00000000
      54211       0.00015004     0.00165387   2007         111     0.00141598     0.00000525      0    9688.00000000  2680.39062500  9688.00000000
      54212      -0.00165716     0.00146796   2007         112     0.00125584    -0.00005800      0    2840.00000000  2150.06250000  2840.00000000
      54213       0.00187849     0.00107799   2007         113     0.00092122     0.00006575      0    4312.00000000  3624.50000000  4312.00000000
      54214       0.00074790     0.00122178   2007         114     0.00104581     0.00002618      0    5200.00000000  3533.75000000  5200.00000000
      54215      -0.00295968     0.00559930   2007         115     0.00479310    -0.00010359      0     600.00000000   278.90625000   600.00000000
      54216      -0.00361246     0.00730223   2007         116     0.00625098    -0.00012644      0     360.00000000   101.25000000   360.00000000
      54218       0.00235264     0.00178705   2007         118     0.00152838     0.00008234      0    6024.00000000  1745.46875000  6024.00000000
      54220      -0.00707534     0.00357584   2007         120     0.00305416    -0.00024764      0    1088.00000000   386.75000000  1088.00000000
      54221      -0.00320345     0.00552005   2007         121     0.00472509    -0.00011212      0    1360.00000000   276.25000000  1360.00000000
      54223      -0.00235444     0.00305462   2007         123     0.00261430    -0.00008241      0    1904.00000000   661.93750000  1904.00000000
      54225      -0.00484895     0.00381190   2007         125     0.00326038    -0.00016971      0    1368.00000000   454.68750000   920.00000000
      54226      -0.00016668     0.00109884   2007         126     0.00094078    -0.00000583      0   10816.00000000  4156.71875000 10816.00000000
      54227      -0.00068332     0.00099636   2007         127     0.00085280    -0.00002392      0   14112.00000000  5486.72657442 14112.00000000
      54229      -0.00333044     0.00181790   2007         129     0.00155322    -0.00011657      0    3208.00000000  1370.78125000  3208.00000000
      54231      -0.00157682     0.00200376   2007         131     0.00171490    -0.00005519      0    8368.00000000  1743.04687500  8368.00000000
      54232       0.00489797     0.00315000   2007         132     0.00269293     0.00017143      0    3336.00000000   693.84375000  1000.00000000
      54234      -0.00242097     0.00168385   2007         134     0.00143983    -0.00008473      0    5344.00000000  1923.00000000  5344.00000000
      54235      -0.00057846     0.00162035   2007         135     0.00138718    -0.00002025      0    5504.00000000  2049.00000000  5504.00000000
      54236       0.00500567     0.00264505   2007         136     0.00225962     0.00017520      0    6176.00000000   929.10937500  6176.00000000
      54237       0.00123439     0.00106273   2007         137     0.00090912     0.00004320      0    8440.00000000  4712.81250000  8440.00000000
      54238       0.00188479     0.00135118   2007         138     0.00115545     0.00006597      0   11856.00000000  2964.34375000 11856.00000000
      54239      -0.00146010     0.00150789   2007         139     0.00129026    -0.00005110      0    8824.00000000  2745.62500000  8824.00000000
      54240       0.00397049     0.00293106   2007         140     0.00250664     0.00013897      0    5728.00000000   952.62500000   736.00000000
      54241      -0.00891690     0.01042585   2007         141     0.00892225    -0.00031209      3     320.00000000    46.87500000   320.00000000
      54243      -0.00108095     0.00567676   2007         143     0.00486014    -0.00003783      0    1344.00000000   255.50000000  1344.00000000
      54244       0.00553260     0.00321337   2007         144     0.00274618     0.00019364      0    5320.00000000   856.50000000  5320.00000000
      54245       0.00377878     0.00246947   2007         145     0.00211124     0.00013226      0    1856.00000000   843.75000000  1856.00000000
      54247       0.00659080     0.00517515   2007         147     0.00442638     0.00023068      0     464.00000000   201.18750000   464.00000000
      54250      -0.00253590     0.00177698   2007         150     0.00151948    -0.00008876      0    6432.00000000  1944.56250000  6432.00000000
      54251       0.00082397     0.00306237   2007         151     0.00262178     0.00002884      0    4352.00000000   759.25000000  4352.00000000
      54284       0.00102417     0.00169719   2007         184     0.00145275     0.00003585      0    5752.00000000  2010.40625000  5752.00000000
      54294      -0.00034621     0.00250566   2007         194     0.00214523    -0.00001212      0    2056.00000000   906.46875000  2056.00000000
      54295       0.00031070     0.00053746   2007         195     0.00046006     0.00001087      0   31104.00000000 18891.87500000  1976.00000000
      54296       0.00033692     0.00052244   2007         196     0.00044718     0.00001179      0   36448.00000000 19915.95312500     0.00000000
      54297       0.00279596     0.00212178   2007         197     0.00181466     0.00009786      0    7376.00000000  1642.31250000     0.00000000
      54299       0.00314860     0.00225170   2007         199     0.00192552     0.00011020      0    9176.00000000  1526.79687500  9176.00000000
      54300      -0.00004993     0.00127556   2007         200     0.00109209    -0.00000175      0    4296.00000000  2282.25000000  4296.00000000
      54301       0.00115516     0.00131618   2007         201     0.00112634     0.00004043      0   11856.00000000  3229.50000000 11856.00000000
      54302       0.00194459     0.00128888   2007         202     0.00110195     0.00006806      0    7320.00000000  2544.29687500  7320.00000000
      54303      -0.00061549     0.00458895   2007         203     0.00392885    -0.00002154      0     320.00000000   172.50000000   320.00000000
      54305       0.00208745     0.00157904   2007         205     0.00135047     0.00007306      0    3944.00000000  1789.28125000  3944.00000000
      54307      -0.00449333     0.00481362   2007         207     0.00411905    -0.00015727      0     656.00000000   374.12500000   656.00000000
      54311       0.00027047     0.00142302   2007         211     0.00121831     0.00000947      0    2992.00000000  2082.62500000  2992.00000000
      54312       0.00168911     0.00114097   2007         212     0.00097554     0.00005912      0    4352.00000000  3254.00000000  4352.00000000
      54313      -0.00224340     0.00304372   2007         213     0.00260506    -0.00007852      0    1048.00000000   941.56250000  1048.00000000
      54315       0.00298513     0.00334166   2007         215     0.00285961     0.00010448      0     704.00000000   572.00000000   704.00000000
      54316       0.00324601     0.00346664   2007         216     0.00296642     0.00011361      0     512.00000000   420.00000000   512.00000000
      54317       0.00001909     0.00244568   2007         217     0.00209390     0.00000067      0     832.00000000   832.00000000   832.00000000
      54318      -0.00257995     0.00291170   2007         218     0.00249169    -0.00009030      0     512.00000000   520.00000000   512.00000000
      54319       0.00124673     0.00140735   2007         219     0.00120434     0.00004364      0    6016.00000000  2588.75000000  5632.00000000
      54320      -0.00125789     0.00094408   2007         220     0.00080741    -0.00004403      0    9376.00000000  5703.87500000  9376.00000000
      54321       0.00097042     0.00122110   2007         221     0.00104506     0.00003396      0    4928.00000000  3033.18750000  4928.00000000
      54322       0.00225705     0.00163189   2007         222     0.00139553     0.00007900      0    3808.00000000  1796.96875000  3808.00000000
      54347       0.00646590     0.00493731   2007         247     0.00422270     0.00022631      0     512.00000000   242.00000000     0.00000000
      54354       0.00369618     0.00275242   2007         254     0.00235392     0.00012937      0    3088.00000000  1085.62500000     0.00000000
      54355       0.00122521     0.00306299   2007         255     0.00262217     0.00004288      0    2560.00000000   900.00000000     0.00000000
      54356      -0.00178409     0.00276171   2007         256     0.00236388    -0.00006244      0    3200.00000000  1137.50000000     0.00000000
      54357       0.00202903     0.00327302   2007         257     0.00280159     0.00007102      0    2184.00000000   878.71875000     0.00000000
      54358      -0.00062753     0.00255243   2007         258     0.00218522    -0.00002196      0    3152.00000000  1210.56250000     0.00000000
      54359       0.00286913     0.00381552   2007         259     0.00326558     0.00010042      0    1304.00000000   504.37500000     0.00000000
      54360      -0.00499416     0.00448214   2007         260     0.00383453    -0.00017480      0    1280.00000000   379.25000000     0.00000000
      54362       0.00118987     0.00132388   2007         262     0.00113290     0.00004165      0    6304.00000000  3328.50000000  6304.00000000
      54363       0.00114505     0.00125877   2007         263     0.00107717     0.00004008      0    7896.00000000  3747.75000000  7256.00000000
      54364      -0.00012574     0.00165251   2007         264     0.00141481    -0.00000440      0    6848.00000000  2207.01562500  6848.00000000
      54365       0.00113718     0.00119872   2007         265     0.00102574     0.00003980      0   14280.00000000  4791.68750000 14280.00000000
      54367      -0.00075896     0.00141571   2007         267     0.00121187    -0.00002656      0    2880.00000000  2102.50000000  2880.00000000
      54368      -0.00042102     0.00161233   2007         268     0.00138036    -0.00001474      0    1704.00000000  1508.12500000  1704.00000000
      54370       0.00115021     0.00131692   2007         270     0.00112697     0.00004026      0    8256.00000000  3146.62500000  8256.00000000
      54375       0.00066231     0.00108941   2007         275     0.00093250     0.00002318      0    7888.00000000  4184.87798548  7888.00000000
      54376       0.00022246     0.00090520   2007         276     0.00077497     0.00000779      0    5016.00000000  4903.43750000  5016.00000000
      54377      -0.00034750     0.00075922   2007         277     0.00064993    -0.00001216      0    9384.00000000  8486.68750000  9384.00000000
      54378       0.00015780     0.00065447   2007         278     0.00056031     0.00000552      0   18216.00000000 11360.87500000 18216.00000000
      54379       0.00032936     0.00063337   2007         279     0.00054218     0.00001153      0   19072.00000000 11953.12500000 19072.00000000
      54380       0.00289446     0.00124042   2007         280     0.00105845     0.00010131      0    3064.00000000  2605.93750000  3064.00000000
      54382       0.00095909     0.00116683   2007         282     0.00099858     0.00003357      0   10912.00000000  4778.59375000 10912.00000000
      54383      -0.00022063     0.00074336   2007         283     0.00063640    -0.00000772      0   15424.00000000  8367.60937500 11912.00000000
      54384      -0.00099536     0.00106518   2007         284     0.00091148    -0.00003484      0   12072.00000000  5262.12500000 12072.00000000
      54385       0.00599944     0.00077402   2007         285     0.00063784     0.00020998      0    6640.00000000  6743.75000000   896.00000000
      54386       0.01700996     0.00095396   2007         286     0.00063818     0.00059535      0    6816.00000000  6922.50000000  6816.00000000
      54387       0.00526940     0.00091392   2007         287     0.00076637     0.00018443      0    8216.00000000  5967.75000000  8216.00000000
      54388       0.00735952     0.00099378   2007         288     0.00082176     0.00025758      0    6344.00000000  4610.25000000  6344.00000000
      54389       0.00706070     0.00075050   2007         289     0.00060672     0.00024712      0   12896.00000000  8464.67187500  8576.00000000
      54390       0.00265367     0.00057804   2007         290     0.00048847     0.00009288      0   17504.00000000 12736.21875000 17504.00000000
      54391       0.00184936     0.00074567   2007         291     0.00063600     0.00006473      0    6240.00000000  6337.50000000  6240.00000000
      54392       0.00227756     0.00083769   2007         292     0.00071395     0.00007971      0    8336.00000000  6217.31250000  7520.00000000
      54393       0.00278777     0.00089088   2007         293     0.00075815     0.00009757      0   15152.00000000  7090.88293433  5528.00000000
      54394       0.00160898     0.00094040   2007         294     0.00080369     0.00005631      0   18440.00000000  7242.67771840  3560.00000000
      54395       0.00045222     0.00106764   2007         295     0.00091398     0.00001583      0    5440.00000000  3880.25000000  5440.00000000
      54396       0.00139005     0.00110955   2007         296     0.00094904     0.00004865      0   10128.00000000  4529.25000000 10128.00000000
      54397      -0.00031504     0.00142533   2007         297     0.00122028    -0.00001103      0   10160.00000000  3255.06250000 10160.00000000
      54398      -0.00011028     0.00167977   2007         298     0.00143815    -0.00000386      0    6496.00000000  2111.75000000  6496.00000000
      54399      -0.00114902     0.00101247   2007         299     0.00086615    -0.00004022      0   14168.00000000  6175.68750000 12904.00000000
      54400       0.00025520     0.00147985   2007         300     0.00126697     0.00000893      0    8552.00000000  2735.96875000  8552.00000000
      54401       0.00198191     0.00114100   2007         301     0.00097507     0.00006937      0   17992.00000000  5326.52350807  9376.00000000
      54402       0.00195089     0.00138646   2007         302     0.00118560     0.00006828      0   16584.00000000  5184.81830788     0.00000000
      54405       0.00389875     0.00156601   2007         305     0.00133566     0.00013646      0   12424.00000000  3702.01562500  2368.00000000
      54406       0.00483713     0.00117003   2007         306     0.00099119     0.00016930      0   32040.00000000  8391.15819740  2864.00000000
      54407       0.00134623     0.00086794   2007         307     0.00074200     0.00004712      0   17456.00000000  9110.80474186 17456.00000000
      54408       0.00052008     0.00109142   2007         308     0.00093431     0.00001820      0   16320.00000000  5511.12500000 13960.00000000
      54409       0.00207750     0.00092566   2007         309     0.00079007     0.00007271      0   13400.00000000  6942.93750000 10576.00000000
      54410       0.00032810     0.00129194   2007         310     0.00110607     0.00001148      0    9120.00000000  4034.12500000  4256.00000000
      54411      -0.00019341     0.00081544   2007         311     0.00069813    -0.00000677      0   13104.00000000  7861.62500000 13104.00000000
      54412      -0.00108865     0.00120978   2007         312     0.00103526    -0.00003810      0    9568.00000000  4879.87500000  9568.00000000
      54413      -0.00040023     0.00104457   2007         313     0.00089424    -0.00001401      0    7152.00000000  5152.12500000  2304.00000000
      54414      -0.00135247     0.00193190   2007         314     0.00165353    -0.00004734      0    3920.00000000  1699.06250000  3920.00000000
      54415       0.00134082     0.00197717   2007         315     0.00169230     0.00004693      0    2224.00000000  1573.87500000  2224.00000000
      54416      -0.00043108     0.00138681   2007         316     0.00118727    -0.00001509      0    6688.00000000  3550.18750000   512.00000000
      54417       0.00177800     0.00110447   2007         317     0.00094410     0.00006223      0   20832.00000000  8236.62892151     0.00000000
      54418       0.00118646     0.00122097   2007         318     0.00104475     0.00004153      0   13728.00000000  5234.21875000 13728.00000000
      54419       0.00319734     0.00133198   2007         319     0.00113637     0.00011191      0   13184.00000000  4763.09375000 13184.00000000
      54420      -0.00054357     0.00103331   2007         320     0.00088454    -0.00001903      0   20640.00000000  7775.62500000 14208.00000000
      54421      -0.00047683     0.00163688   2007         321     0.00140136    -0.00001669      0    8736.00000000  3325.03125000  7336.00000000
      54422       0.00164386     0.00195865   2007         322     0.00167620     0.00005754      0    6608.00000000  2361.18750000  6608.00000000
      54423       0.00024111     0.00131646   2007         323     0.00112709     0.00000844      0   16080.00000000  4734.87500000 11120.00000000
      54424      -0.00122735     0.00370195   2007         324     0.00316926    -0.00004296      0    4024.00000000   517.22656250  4024.00000000
      54425       0.00013647     0.00102895   2007         325     0.00088094     0.00000478      0    8016.00000000  5401.92187500  8016.00000000
      54426       0.00196408     0.00139040   2007         326     0.00118895     0.00006874      0    5272.00000000  3225.39452863  4888.00000000
      54427       0.00100056     0.00091332   2007         327     0.00078138     0.00003502      0   17216.00000000  7206.88570189 17216.00000000
      54429       0.00014175     0.00182275   2007         329     0.00156057     0.00000496      0    3832.00000000  2170.40625000  3832.00000000
      54435       0.00215691     0.00244978   2007         335     0.00209642     0.00007549      0    2368.00000000  1069.50000000  2368.00000000
      54436       0.00151200     0.00161181   2007         336     0.00137923     0.00005292      0    7008.00000000  2765.50000000  7008.00000000
      54437      -0.00061482     0.00146876   2007         337     0.00125737    -0.00002152      0    6672.00000000  3000.87500000  6672.00000000
      54440      -0.00084817     0.00149560   2007         340     0.00128023    -0.00002969      0    8304.00000000  2833.68750000  8304.00000000
      54444       0.00089000     0.00239088   2007         344     0.00204681     0.00003115      0    5160.00000000  1045.96875000  5160.00000000
      54445       0.00110138     0.00273932   2007         345     0.00234508     0.00003855      0    4920.00000000   924.10937500  4920.00000000
      54446       0.00078354     0.00313222   2007         346     0.00268159     0.00002742      0    3800.00000000   634.99218750  3800.00000000
      54447       0.00102411     0.00110429   2007         347     0.00094496     0.00003584      0    3592.00000000  3412.37500000  3592.00000000
      54448      -0.00003277     0.00094670   2007         348     0.00081053    -0.00000115      0    9464.00000000  6229.40625000  9464.00000000
      54449      -0.00036446     0.00271450   2007         349     0.00232403    -0.00001276      0    1624.00000000   719.78125000  1624.00000000
      54450      -0.00497259     0.00334648   2007         350     0.00286126    -0.00017404      0    4800.00000000   642.87500000  4800.00000000
      54454      -0.00066348     0.00121470   2007         354     0.00103980    -0.00002322      0    4456.00000000  3233.06250000  4456.00000000
      54455      -0.00025323     0.00363178   2007         355     0.00310939    -0.00000886      0    2168.00000000   559.34375000  2168.00000000
      54457       0.00309923     0.00227890   2007         357     0.00194890     0.00010847      0    2952.00000000  1009.06250000  2952.00000000
      54458       0.00186774     0.00578609   2007         358     0.00495353     0.00006537      0    1728.00000000   199.12500000  1728.00000000
      54468      -0.00205184     0.00252485   2008           3     0.00216081    -0.00007181      0    3840.00000000   946.50000000     0.00000000
      54469      -0.00002653     0.00087899   2008           4     0.00075256    -0.00000093      0   17072.00000000  7703.40625000     0.00000000
      54470      -0.00010741     0.00067773   2008           5     0.00058024    -0.00000376      0   22976.00000000 12600.70312500     0.00000000
      54471       0.00076940     0.00097071   2008           6     0.00083076     0.00002693      0    8512.00000000  5531.75000000     0.00000000
      54472      -0.00117861     0.00099959   2008           7     0.00085509    -0.00004125      0   15464.00000000  7195.29100323     0.00000000
      54473      -0.00067740     0.00079586   2008           8     0.00068108    -0.00002371      0   13584.00000000  8733.68750000     0.00000000
      54474       0.00339809     0.00157992   2008           9     0.00134883     0.00011893      0    5080.00000000  2558.06250000     0.00000000
      54475      -0.00066882     0.00123304   2008          10     0.00105549    -0.00002341      0    7048.00000000  4097.62500000     0.00000000
      54476      -0.00473993     0.00441248   2008          11     0.00377514    -0.00016590      0     904.00000000   293.12500000     0.00000000
      54477       0.01162624     0.00746623   2008          12     0.00638282     0.00040692      0    1504.00000000   166.06250000     0.00000000
      54478      -0.00177555     0.00250811   2008          13     0.00214670    -0.00006214      0    9824.00000000  1540.08104146     0.00000000
      54479       0.00042877     0.00189202   2008          14     0.00161983     0.00001501      0   12720.00000000  2661.31641769     0.00000000
      54480       0.00016324     0.00091871   2008          15     0.00078655     0.00000571      0   16968.00000000  7256.98339939     0.00000000
      54481      -0.00253677     0.00228904   2008          16     0.00195832    -0.00008879      0    6664.00000000  1441.48437500     0.00000000
      54482      -0.00172059     0.00108168   2008          17     0.00092466    -0.00006022      0   18120.00000000  6242.00000000     0.00000000
      54483       0.00053011     0.00118389   2008          18     0.00101348     0.00001855      0   16864.00000000  5580.85463178     0.00000000
      54484      -0.00009943     0.00136508   2008          19     0.00116873    -0.00000348      0   17824.00000000  4841.49211633     0.00000000
      54485       0.00069717     0.00151181   2008          20     0.00129419     0.00002440      0   17336.00000000  4478.71875000     0.00000000
      54486       0.00085760     0.00117243   2008          21     0.00100346     0.00003002      0   22336.00000000  6406.96875000     0.00000000
      54487       0.00060242     0.00064391   2008          22     0.00055100     0.00002108      0   16536.00000000 12355.71875000     0.00000000
      54488      -0.00113627     0.00209356   2008          23     0.00179210    -0.00003977      0   13960.00000000  2385.90428591     0.00000000
      54489       0.00177144     0.00166046   2008          24     0.00142063     0.00006200      0   10416.00000000  2845.71292210     0.00000000
      54490       0.00247530     0.00197000   2008          25     0.00168501     0.00008664      0    9416.00000000  2928.00776291     0.00000000
      54491      -0.00256186     0.00258915   2008          26     0.00221541    -0.00008966      0    6024.00000000  1761.46875000     0.00000000
      54492       0.00085001     0.00100638   2008          27     0.00086125     0.00002975      0    6536.00000000  4755.50000000     0.00000000
      54493      -0.00357550     0.00302552   2008          28     0.00258812    -0.00012514      0    3888.00000000  1372.69726229     0.00000000
      54494       0.00291288     0.00107093   2008          29     0.00091273     0.00010195      0   20288.00000000  8070.34375000     0.00000000
      54495       0.00311833     0.00152069   2008          30     0.00129860     0.00010914      0    9896.00000000  3176.00000000  2536.00000000
      54496       0.00398978     0.00122659   2008          31     0.00104333     0.00013964      0   14640.00000000  6347.12500000  1112.00000000
      54497       0.00471120     0.00141970   2008          32     0.00120727     0.00016489      0   12648.00000000  4655.75000000 12648.00000000
      54498       0.00302674     0.00147598   2008          33     0.00126043     0.00010594      0   11848.00000000  3729.35937500 11848.00000000
      54499       0.00286583     0.00156005   2008          34     0.00133290     0.00010030      0   15280.00000000  4434.01562500 15280.00000000
      54500       0.00478032     0.00126766   2008          35     0.00107583     0.00016731      0   17776.00000000  5927.21875000 17776.00000000
      54501       0.00384341     0.00095830   2008          36     0.00081234     0.00013452      0   29232.00000000 13488.21875000  4256.00000000
      54502       0.00365777     0.00095711   2008          37     0.00081208     0.00012802      0   35376.00000000 15475.93750000    64.00000000
      54503       0.00297525     0.00100391   2008          38     0.00085488     0.00010413      0   33168.00000000 12872.09375000  1296.00000000
      54504      -0.00226484     0.00301171   2008          39     0.00257763    -0.00007927      0    4672.00000000  1559.59375000   792.00000000
      54505      -0.00017588     0.00273954   2008          40     0.00234549    -0.00000616      0    5840.00000000  1821.12500000  5840.00000000
      54506      -0.00120373     0.00388965   2008          41     0.00332998    -0.00004213      0    2480.00000000   815.50000000  2480.00000000
      54507      -0.00011874     0.00226813   2008          42     0.00194189    -0.00000416      0    4416.00000000  1582.00000000  4416.00000000
      54508       0.00341647     0.00192913   2008          43     0.00164848     0.00011958      0    9240.00000000  2525.43750000  9240.00000000
      54509      -0.00203942     0.00290682   2008          44     0.00248796    -0.00007138      0    4888.00000000  1374.15625000  4888.00000000
      54510       0.00455116     0.00163428   2008          45     0.00139255     0.00015929      0    6112.00000000  3262.25000000  6112.00000000
      54511       0.00038751     0.00144819   2008          46     0.00123983     0.00001356      0    6616.00000000  4055.03125000  6616.00000000
      54512       0.00100388     0.00124058   2008          47     0.00106171     0.00003514      0   10024.00000000  5848.31250000 10024.00000000
      54513      -0.00118632     0.00147046   2008          48     0.00125845    -0.00004152      0    8712.00000000  4539.50000000  8712.00000000
      54514       0.00347882     0.00144958   2008          49     0.00123669     0.00012176      0    5960.00000000  4202.52342415  5960.00000000
      54515      -0.00032363     0.00136576   2008          50     0.00116928    -0.00001133      0    6544.00000000  3630.21875000  6544.00000000
      54516       0.00188417     0.00161550   2008          51     0.00138198     0.00006595      0    4768.00000000  2644.56250000  4768.00000000
      54517       0.00387152     0.00167157   2008          52     0.00142643     0.00013550      0    7872.00000000  3280.75000000  7872.00000000
      54518      -0.00049436     0.00154912   2008          53     0.00132622    -0.00001730      0    9168.00000000  3567.21875000  9168.00000000
      54519       0.00658460     0.00160064   2008          54     0.00135614     0.00023046      0    9080.00000000  3812.18750000  9080.00000000
      54520       0.00018424     0.00104360   2008          55     0.00089348     0.00000645      0    8328.00000000  6309.06250000  8328.00000000
      54521      -0.00092905     0.00180238   2008          56     0.00154288    -0.00003252      0    3384.00000000  2283.50000000  3384.00000000
      54522       0.00359183     0.00120182   2008          57     0.00102331     0.00012571      0   12640.00000000  5433.28125346 12640.00000000
      54523       0.00217181     0.00102156   2008          58     0.00087219     0.00007601      0   11144.00000000  6273.87500000 11144.00000000
      54524       0.00178139     0.00134813   2008          59     0.00115299     0.00006235      0    9736.00000000  4092.53125000  9736.00000000
      54525      -0.00163709     0.00155914   2008          60     0.00133398    -0.00005730      0    4912.00000000  2651.12500000  4912.00000000
      54526      -0.00347929     0.00187105   2008          61     0.00159853    -0.00012178      0    7192.00000000  2093.75000000  7192.00000000
      54529       0.00641580     0.01020367   2008          64     0.00873391     0.00022455      3     128.00000000    74.00000000   128.00000000
      54532       0.00281581     0.00193208   2008          67     0.00165202     0.00009855      0    6776.00000000  2113.41431069  2008.00000000
      54533       0.00000362     0.00187796   2008          68     0.00160784     0.00000013      0    5816.00000000  2019.90634835  2288.00000000
      54534      -0.00370427     0.00663100   2008          69     0.00567614    -0.00012965      0     192.00000000   109.00000000   192.00000000
      54535       0.00182249     0.00354152   2008          70     0.00303163     0.00006379      0    3576.00000000   648.43750000  3576.00000000
      54536       0.00159510     0.00241517   2008          71     0.00206723     0.00005583      0    8680.00000000  1465.23534405  8680.00000000
      54537      -0.00097239     0.00153155   2008          72     0.00131093    -0.00003403      0   12608.00000000  2724.77552319 12608.00000000
      54538      -0.00302895     0.00269992   2008          73     0.00230980    -0.00010601      0    2016.00000000   710.10937500  1952.00000000
      54539       0.00091592     0.00150802   2008          74     0.00129082     0.00003206      0    2824.00000000  1798.75000000   704.00000000
      54540      -0.00090016     0.00443599   2008          75     0.00379784    -0.00003151      0    2624.00000000   394.37500000  2624.00000000
      54541      -0.00093081     0.00379967   2008          76     0.00325303    -0.00003258      0    2824.00000000   529.50000000  2824.00000000
      54542      -0.00316859     0.00153598   2008          77     0.00131162    -0.00011090      0    3840.00000000  1806.20312500  2040.00000000
      54543       0.00129566     0.00144467   2008          78     0.00123626     0.00004535      0    8472.00000000  2828.95312500  6936.00000000
      54544      -0.00098183     0.00090643   2008          79     0.00077550    -0.00003436      0   18672.00000000  6068.94431782 15216.00000000
      54545      -0.00135668     0.00116338   2008          80     0.00099522    -0.00004748      0    4552.00000000  3608.43750000   976.00000000
      54546      -0.00140699     0.00065803   2008          81     0.00056180    -0.00004924      0   14824.00000000 10129.36718559  2264.00000000
      54547      -0.00171015     0.00080691   2008          82     0.00068894    -0.00005986      0   11136.00000000  6412.09375000  5456.00000000
      54548      -0.00297658     0.00197715   2008          83     0.00169042    -0.00010418      0    1168.00000000  1040.25000000  1168.00000000
      54549      -0.00049244     0.00095769   2008          84     0.00081981    -0.00001724      0    4640.00000000  4132.50000000  4640.00000000
      54550      -0.00418546     0.00472852   2008          85     0.00404645    -0.00014649      0     192.00000000   152.50000000   192.00000000
      54551       0.00057981     0.00268835   2008          86     0.00230161     0.00002029      0    2392.00000000   694.90625000  2392.00000000
      54552      -0.00795160     0.00699463   2008          87     0.00598381    -0.00027831      0    1792.00000000   337.62500000  1792.00000000
      54553       0.00139266     0.00059747   2008          88     0.00050983     0.00004874      0   23904.00000000 20401.00000000  5504.00000000
      54554      -0.00073186     0.00146314   2008          89     0.00125249    -0.00002561      0    7328.00000000  2695.28125000  7328.00000000
      54555      -0.00022947     0.00165702   2008          90     0.00141866    -0.00000803      0    8496.00000000  2469.54687500  8496.00000000
      54556      -0.00066371     0.00142064   2008          91     0.00121614    -0.00002323      0    7416.00000000  2876.09375000  7416.00000000
      54557       0.00073343     0.00108643   2008          92     0.00092990     0.00002567      0    9480.00000000  4764.37500000  9480.00000000
      54558      -0.00276441     0.00220381   2008          93     0.00188500    -0.00009675      0    3288.00000000  1194.46875000  3288.00000000
      54559       0.00157214     0.00103752   2008          94     0.00088703     0.00005502      0   10112.00000000  5198.00000000 10112.00000000
      54560      -0.00154457     0.00111783   2008          95     0.00095593    -0.00005406      0    5008.00000000  3778.87500000  5008.00000000
      54561       0.00118901     0.00105288   2008          96     0.00090073     0.00004162      0   12560.00000000  4824.78125000  7592.00000000
      54563      -0.00137288     0.00158966   2008          98     0.00136039    -0.00004805      0    7480.00000000  2752.25000000  2688.00000000
      54564       0.00046806     0.00150712   2008          99     0.00129026     0.00001638      0    5072.00000000  2337.87500000  1280.00000000
      54565      -0.00241015     0.00056093   2008         100     0.00047479    -0.00008436      0   23104.00000000 20599.50000000  3744.00000000
      54566       0.00046703     0.00088818   2008         101     0.00076030     0.00001635      0    5976.00000000  5085.18750000  5976.00000000
      54567       0.00030188     0.00091703   2008         102     0.00078508     0.00001057      0   11856.00000000  7168.50000000 11856.00000000
      54568      -0.00051912     0.00115606   2008         103     0.00098966    -0.00001817      0    6496.00000000  3956.75000000  6496.00000000
      54569       0.00001483     0.00323708   2008         104     0.00277148     0.00000052      0    1120.00000000   655.00000000  1120.00000000
      54570      -0.00016651     0.00364871   2008         105     0.00312389    -0.00000583      0     576.00000000   418.50000000   576.00000000
      54571       0.00696864     0.00492397   2008         106     0.00421056     0.00024390      0     384.00000000   255.00000000   384.00000000
      54573       0.00601491     0.00455304   2008         108     0.00389398     0.00021052      0     768.00000000   349.25000000    64.00000000
      54574      -0.00095792     0.00294624   2008         109     0.00252230    -0.00003353      0    1344.00000000   632.25000000  1024.00000000
      54575       0.00183342     0.00076232   2008         110     0.00065036     0.00006417      0    9528.00000000  8185.93750000  9208.00000000
      54576      -0.00075352     0.00145672   2008         111     0.00124698    -0.00002637      0    4104.00000000  2923.93750000  3848.00000000
      54577       0.00098256     0.00138433   2008         112     0.00118485     0.00003439      0    5520.00000000  2959.09375000  3392.00000000
