# Swift-BAT daily average light curve for 1A 0535+262                   
# Generated Wed Jul 14 11:05:52 UTC 2021
#
#     TIME           RATE          ERROR      YEAR          DAY     STAT_ERR        SYS_ERR   DATA_FLAG   TIMEDEL_EXPO     TIMEDEL_CODED  TIMEDEL_DITHERED
#       d        count/cm^2/s   count/cm^2/s   yr            d    count/cm^2/s   count/cm^2/s                s              s              s
      56669       0.00178050     0.00168591   2014          12     0.00144243     0.00006232      0    9424.00000000  4046.78125000     0.00000000
      56670       0.00458617     0.00400162   2014          13     0.00342329     0.00016052      0    2144.00000000   812.06250000     0.00000000
      56671       0.00241121     0.00344438   2014          14     0.00294807     0.00008439      0    1560.00000000   800.56250000  1096.00000000
      56672       0.00019665     0.00133688   2014          15     0.00114458     0.00000688      0   13296.00000000  4993.87500000     0.00000000
      56673       0.00073074     0.00138015   2014          16     0.00118143     0.00002558      0    6032.00000000  4201.04981565   840.00000000
      56674      -0.00463351     0.01091679   2014          17     0.00934554    -0.00016217      3     128.00000000    66.00000000     0.00000000
      56675       0.00051549     0.00373291   2014          18     0.00319595     0.00001804      0     792.00000000   596.37500000     0.00000000
      56676      -0.00052200     0.00126418   2014          19     0.00108223    -0.00001827      0    5728.00000000  4782.81250000     0.00000000
      56677       0.00244636     0.00156600   2014          20     0.00133875     0.00008562      0    7336.00000000  3598.62694740  1408.00000000
      56678      -0.00081127     0.00186652   2014          21     0.00159786    -0.00002839      0    5144.00000000  2117.64062500     0.00000000
      56679      -0.00143133     0.00186059   2014          22     0.00159239    -0.00005010      0    2912.00000000  2415.00000000     0.00000000
      56680      -0.00089051     0.00113147   2014          23     0.00096836    -0.00003117      0   11288.00000000  6181.43750000  1080.00000000
      56681       0.00031200     0.00520189   2014          24     0.00445366     0.00001092      0     832.00000000   422.50000000     0.00000000
      56682      -0.00090859     0.00157938   2014          25     0.00135193    -0.00003180      0    4432.00000000  3265.42187500   904.00000000
      56683       0.00051494     0.00166074   2014          26     0.00142178     0.00001802      0    7080.00000000  2885.51365614     0.00000000
      56684       0.00057469     0.00163577   2014          27     0.00140038     0.00002011      0    3960.00000000  3550.93750000     0.00000000
      56685      -0.00142967     0.00099995   2014          28     0.00085505    -0.00005004      0   20752.00000000 10147.04004669     0.00000000
      56686       0.00000651     0.00149153   2014          29     0.00127700     0.00000023      0   13032.00000000  5478.72551632     0.00000000
      56687      -0.00119860     0.00251929   2014          30     0.00215663    -0.00004195      0    2288.00000000  1172.00000000     0.00000000
      56688      -0.00263400     0.00225840   2014          31     0.00193195    -0.00009219      0    1664.00000000  1496.50000000     0.00000000
      56689       0.00065878     0.00451930   2014          32     0.00386921     0.00002306      0     336.00000000   288.75000000     0.00000000
      56690       0.00069669     0.00277123   2014          33     0.00237254     0.00002438      0    3176.00000000  1265.25000000   128.00000000
      56691      -0.00008574     0.00156488   2014          34     0.00133979    -0.00000300      0    2808.00000000  2671.00000000   704.00000000
      56692      -0.00336971     0.00324809   2014          35     0.00277906    -0.00011794      0    2232.00000000   992.25000000     0.00000000
      56693       0.00320379     0.00977939   2014          36     0.00837222     0.00011213      0     128.00000000    81.00000000     0.00000000
      56694      -0.00378500     0.00172858   2014          37     0.00147560    -0.00013248      0    4552.00000000  3384.75000000     0.00000000
      56697       0.01017339     0.00685276   2014          40     0.00585916     0.00035607      0     832.00000000   268.56250000   192.00000000
      56698      -0.00181372     0.00545662   2014          41     0.00467144    -0.00006348      0    1960.00000000   527.79687500     0.00000000
      56699      -0.00121661     0.00245070   2014          42     0.00209788    -0.00004258      0    3712.00000000  1908.80467987     0.00000000
      56700       0.00153667     0.00129028   2014          43     0.00110373     0.00005378      0    6336.00000000  6168.75000000     0.00000000
      56701      -0.00093457     0.00420334   2014          44     0.00359864    -0.00003271      0    2056.00000000   818.15625000     0.00000000
      56702      -0.01517551     0.01715756   2014          45     0.01468265    -0.00053114      3     128.00000000    29.25000000   128.00000000
      56703       0.00102230     0.00097757   2014          46     0.00083640     0.00003578      0   15032.00000000 12892.62500000     0.00000000
      56704      -0.00191598     0.00133240   2014          47     0.00113931    -0.00006706      0    9120.00000000  6082.89062500     0.00000000
      56705       0.00118102     0.00140553   2014          48     0.00120285     0.00004134      0    5880.00000000  5125.56250000     0.00000000
      56706       0.00041162     0.00132733   2014          49     0.00113635     0.00001441      0    5808.00000000  4568.87500000  2760.00000000
      56707       0.00110183     0.00126749   2014          50     0.00108468     0.00003856      0    8368.00000000  5098.53125000     0.00000000
      56708       0.00055135     0.00158021   2014          51     0.00135282     0.00001930      0    3840.00000000  3526.37500000    64.00000000
      56709      -0.00012774     0.00343569   2014          52     0.00294151    -0.00000447      0    5960.00000000  1044.29394531     0.00000000
      56710       0.01833398     0.00887643   2014          53     0.00757980     0.00064169      0    1232.00000000   224.18750000     0.00000000
      56711       0.00165261     0.00294508   2014          54     0.00252099     0.00005784      0    2152.00000000   805.09375000     0.00000000
      56712       0.00328076     0.00145270   2014          55     0.00123985     0.00011483      0    4432.00000000  3898.25000000     0.00000000
      56713       0.00656679     0.00337637   2014          56     0.00288402     0.00022984      0    3008.00000000  1104.12500000     0.00000000
      56714       0.00775427     0.00551544   2014          57     0.00471641     0.00027140      0    1696.00000000   383.46875000     0.00000000
      56715       0.00296308     0.00162716   2014          58     0.00139029     0.00010371      0    4616.00000000  2348.79687500   336.00000000
      56716       0.00658680     0.00120532   2014          59     0.00101290     0.00023054      0   12704.00000000  5040.18750000   640.00000000
      56717       0.00659499     0.00188698   2014          60     0.00160343     0.00023082      0    9264.00000000  2496.56250000   704.00000000
      56718       0.00880040     0.00119318   2014          61     0.00098694     0.00030801      0    8368.00000000  5022.53125000     0.00000000
      56719       0.00992948     0.00208590   2014          62     0.00176091     0.00034753      0    5448.00000000  2192.38477325     0.00000000
      56720       0.00479025     0.00294450   2014          63     0.00251689     0.00016766      0    5888.00000000  1279.43750000    64.00000000
      56721       0.00423464     0.00195620   2014          64     0.00167001     0.00014821      0    3880.00000000  1480.53125000     0.00000000
      56722       0.00335235     0.00180219   2014          65     0.00153970     0.00011733      0    3672.00000000  2017.81250000     0.00000000
      56723       0.01283183     0.00523582   2014          66     0.00446620     0.00044911      0     816.00000000   234.59375000     0.00000000
      56724      -0.01479181     0.00802026   2014          67     0.00685234    -0.00051771      0     704.00000000   111.50000000     0.00000000
      56725       0.00489071     0.00190696   2014          68     0.00162608     0.00017117      0    5576.00000000  2089.96875000     0.00000000
      56726       0.00321238     0.00234903   2014          69     0.00200885     0.00011243      0    4744.00000000  1689.68750000  1600.00000000
      56727       0.00717072     0.00198720   2014          70     0.00168774     0.00025098      0    1504.00000000  1089.62500000     0.00000000
      56728       0.00462605     0.00231471   2014          71     0.00197692     0.00016191      0    3160.00000000  1423.15625000     0.00000000
      56729       0.00811223     0.00340162   2014          72     0.00290219     0.00028393      0    2936.00000000   851.57731438     0.00000000
      56730       0.00543722     0.00377236   2014          73     0.00322565     0.00019030      0    3144.00000000   651.26562500   128.00000000
      56731       0.00408858     0.00345332   2014          74     0.00295407     0.00014310      0    1664.00000000   444.75000000  1408.00000000
      56732       0.00604485     0.00150198   2014          75     0.00127312     0.00021157      0    6792.00000000  3139.78125000     0.00000000
      56733      -0.00348527     0.00763474   2014          76     0.00653576    -0.00012198      0     320.00000000   105.87500000     0.00000000
      56734       0.01201719     0.00461065   2014          77     0.00393101     0.00042060      0    2496.00000000   656.62500000     0.00000000
      56735       0.00502865     0.00325537   2014          78     0.00278305     0.00017600      0    3576.00000000   759.57812500     0.00000000
      56736       0.00761778     0.00342267   2014          79     0.00292146     0.00026662      0    7944.00000000  1190.20303726   128.00000000
      56737       0.00704736     0.00170094   2014          80     0.00144089     0.00024666      0    7264.00000000  2424.62500000     0.00000000
      56738       0.00837018     0.00161077   2014          81     0.00135608     0.00029296      0   12208.00000000  3379.48437500     0.00000000
      56739       0.00233902     0.00225880   2014          82     0.00193263     0.00008187      0    3920.00000000  1856.34375000     0.00000000
      56740       0.00564634     0.00170719   2014          83     0.00145181     0.00019762      0    6472.00000000  3585.87500000     0.00000000
      56741       0.00708325     0.00135748   2014          84     0.00114268     0.00024791      0   15176.00000000  5346.03125000     0.00000000
      56742       0.00800693     0.00144150   2014          85     0.00121062     0.00028024      0    7328.00000000  3732.07812500   184.00000000
      56743       0.00476502     0.00258559   2014          86     0.00220908     0.00016678      0    5368.00000000  1129.59375000   384.00000000
      56744       0.00818010     0.00296376   2014          87     0.00252560     0.00028630      0    5328.00000000  1280.53125000   640.00000000
      56745       0.00919607     0.00156759   2014          88     0.00131352     0.00032186      0    7552.00000000  2994.06250000   744.00000000
      56746       0.00458297     0.00093896   2014          89     0.00079208     0.00016040      0    9112.00000000  6803.14062500   280.00000000
      56747       0.00241037     0.00142510   2014          90     0.00121798     0.00008436      0    5608.00000000  3124.06250000     0.00000000
      56748       0.00292825     0.00272680   2014          91     0.00233294     0.00010249      0    3488.00000000   896.54687500     0.00000000
      56749       0.00041691     0.00275716   2014          92     0.00236055     0.00001459      0    4768.00000000  1169.40625000     0.00000000
      56750       0.00214966     0.00146846   2014          93     0.00125559     0.00007524      0    9664.00000000  3566.21875000    64.00000000
      56751       0.00242641     0.00171933   2014          94     0.00147023     0.00008492      0    7000.00000000  2548.48437500  1104.00000000
      56752       0.00333788     0.00169265   2014          95     0.00144573     0.00011683      0    9176.00000000  2929.40625000   256.00000000
      56753       0.00106051     0.00191021   2014          96     0.00163515     0.00003712      0    6744.00000000  2379.34375000     0.00000000
      56754       0.00012364     0.00193250   2014          97     0.00165453     0.00000433      0    4592.00000000  1856.46875000   192.00000000
      56755       0.00257081     0.00117958   2014          98     0.00100698     0.00008998      0   10088.00000000  5246.21875000   768.00000000
      56756       0.00038590     0.00121869   2014          99     0.00104333     0.00001351      0    5536.00000000  3924.75000000   992.00000000
      56757       0.00172192     0.00087187   2014         100     0.00074468     0.00006027      0   12016.00000000  7987.93750000   448.00000000
      56758      -0.00018948     0.00124704   2014         101     0.00106765    -0.00000663      0    7096.00000000  4211.68750000     0.00000000
      56759       0.00068545     0.00111253   2014         102     0.00095229     0.00002399      0   13152.00000000  6130.78125000     0.00000000
      56760       0.00161415     0.00136768   2014         103     0.00116996     0.00005650      0    4736.00000000  3000.12500000     0.00000000
      56761       0.00135044     0.00118047   2014         104     0.00100987     0.00004727      0    8536.00000000  5613.00000000  1144.00000000
      56762       0.00183324     0.00143747   2014         105     0.00122948     0.00006416      0    4768.00000000  2817.62500000     0.00000000
      56763      -0.00042424     0.00136171   2014         106     0.00116578    -0.00001485      0    7160.00000000  3835.50000000     0.00000000
      56764       0.00065474     0.00146549   2014         107     0.00125454     0.00002292      0   10712.00000000  4425.27924883   984.00000000
      56765       0.00382075     0.00154719   2014         108     0.00131970     0.00013373      0    8632.00000000  4863.37500000     0.00000000
      56766       0.00342066     0.00117252   2014         109     0.00099862     0.00011972      0   23456.00000000  7495.06250000     0.00000000
      56767       0.00287941     0.00147366   2014         110     0.00125875     0.00010078      0   16744.00000000  5319.67187500  2080.00000000
      56768       0.00126493     0.00159559   2014         111     0.00136556     0.00004427      0   14088.00000000  5018.85937500  1704.00000000
      56769       0.00091609     0.00182014   2014         112     0.00155810     0.00003206      0    6376.00000000  2329.98437500  1176.00000000
      56770      -0.00020985     0.00175925   2014         113     0.00150619    -0.00000734      0    4944.00000000  2535.65625000  1568.00000000
      56771       0.00501761     0.00187031   2014         114     0.00159422     0.00017562      0    6600.00000000  2805.18750000  3320.00000000
      56772       0.00277908     0.00181421   2014         115     0.00155103     0.00009727      0    9800.00000000  3043.21875000  3184.00000000
      56773       0.00113886     0.00221535   2014         116     0.00189640     0.00003986      0    5952.00000000  2006.46875000  3360.00000000
      56774       0.00475039     0.00189613   2014         117     0.00161715     0.00016626      0    8904.00000000  2748.37500000  2784.00000000
      56775       0.00103085     0.00217944   2014         118     0.00186570     0.00003608      0    7368.00000000  2333.14063346  1176.00000000
      56776       0.00162623     0.00114652   2014         119     0.00098040     0.00005692      0   14888.00000000  7040.97929573  2424.00000000
      56777       0.00243975     0.00150959   2014         120     0.00129039     0.00008539      0    5264.00000000  3208.11171532  1504.00000000
      56778       0.00160101     0.00071658   2014         121     0.00061164     0.00005604      0   18472.00000000 15100.50000000  1968.00000000
      56779       0.00254885     0.00135172   2014         122     0.00115477     0.00008921      0    8456.00000000  3850.25000000  3456.00000000
      56780      -0.00280282     0.00288175   2014         123     0.00246582    -0.00009810      0    4768.00000000  1239.76562500   576.00000000
      56781       0.00125416     0.00307856   2014         124     0.00263548     0.00004390      0    4928.00000000  1266.59375000     0.00000000
      56782       0.00428752     0.00291860   2014         125     0.00249549     0.00015006      0    1616.00000000  1140.12500000   128.00000000
      56783       0.00037749     0.00118196   2014         126     0.00101189     0.00001321      0    7368.00000000  4687.84375000   136.00000000
      56784       0.00053856     0.00176293   2014         127     0.00150927     0.00001885      0    4320.00000000  2618.37500000     0.00000000
      56785       0.00273809     0.00140181   2014         128     0.00119737     0.00009583      0    6672.00000000  3620.56250000   648.00000000
      56786       0.00034466     0.00636119   2014         129     0.00544622     0.00001206      0     352.00000000   219.25000000    64.00000000
      56787       0.00152334     0.00173555   2014         130     0.00148521     0.00005332      0    3184.00000000  2076.81250000   128.00000000
      56788       0.00048055     0.00166672   2014         131     0.00142691     0.00001682      0    3984.00000000  2696.62500000     0.00000000
      56789      -0.00007629     0.00141694   2014         132     0.00121313    -0.00000267      0   13568.00000000  4705.46875000    64.00000000
      56790       0.00250490     0.00199507   2014         133     0.00170646     0.00008767      0    3072.00000000  1593.87500000    64.00000000
      56791       0.00751531     0.00402018   2014         134     0.00343456     0.00026304      0     512.00000000   344.00000000     0.00000000
      56792       0.00215026     0.00137071   2014         135     0.00117178     0.00007526      0   10000.00000000  4299.23437500   384.00000000
      56793      -0.00145325     0.00172941   2014         136     0.00148002    -0.00005086      0    5088.00000000  2465.37500000    96.00000000
      56794       0.00066804     0.00146957   2014         137     0.00125803     0.00002338      0    5984.00000000  3147.92967606     0.00000000
      56795      -0.00013045     0.00158035   2014         138     0.00135303    -0.00000457      0    6552.00000000  3387.12500000  2200.00000000
      56796       0.00338641     0.00124170   2014         139     0.00105824     0.00011852      0   10904.00000000  5285.90625000   640.00000000
      56797       0.00051177     0.00139352   2014         140     0.00119298     0.00001791      0    7272.00000000  3807.03125000     0.00000000
      56798       0.00087942     0.00149465   2014         141     0.00127939     0.00003078      0    5808.00000000  3482.87500000     0.00000000
      56799      -0.00158724     0.00382480   2014         142     0.00327431    -0.00005555      0    1024.00000000   477.00000000     0.00000000
      56800       0.00235802     0.00201349   2014         143     0.00172243     0.00008253      0    2752.00000000  1548.75000000   576.00000000
      56801      -0.00194524     0.00194602   2014         144     0.00166509    -0.00006808      0    3904.00000000  2112.50000000     0.00000000
      56802      -0.00005750     0.00195035   2014         145     0.00166982    -0.00000201      0    3584.00000000  1932.50000000     0.00000000
      56803       0.00059799     0.00148205   2014         146     0.00126875     0.00002093      0    6632.00000000  3371.31250000     0.00000000
      56804       0.00271958     0.00174577   2014         147     0.00149244     0.00009519      0    6192.00000000  2609.84375000     0.00000000
      56805       0.00082080     0.00222672   2014         148     0.00190628     0.00002873      0    3344.00000000  1455.12500000     0.00000000
      56806       0.00161410     0.00746423   2014         149     0.00639043     0.00005649      0     512.00000000   134.00000000     0.00000000
      56807      -0.00249399     0.00425336   2014         150     0.00364081    -0.00008729      0    2952.00000000   615.45312500     0.00000000
      56808       0.00340934     0.00383442   2014         151     0.00328131     0.00011933      0    3776.00000000   735.43750000     0.00000000
      56809      -0.00449236     0.00427306   2014         152     0.00365596    -0.00015723      0    2752.00000000   684.25000000     0.00000000
      56810       0.00231181     0.00305034   2014         153     0.00261068     0.00008091      0    5792.00000000  1416.15625000     0.00000000
      56811      -0.00119785     0.00600914   2014         154     0.00514469    -0.00004192      0    2240.00000000   316.37500000     0.00000000
      56812      -0.00298155     0.00642119   2014         155     0.00549687    -0.00010435      0    1136.00000000   222.84375000     0.00000000
      56813      -0.01541691     0.01085769   2014         156     0.00928448    -0.00053959      3     640.00000000    79.37500000     0.00000000
      56837      -0.01201916     0.02617684   2014         180     0.02240878    -0.00042067      3     160.00000000    20.31250000     0.00000000
      56839       0.01274490     0.00878651   2014         182     0.00751299     0.00044607      0     512.00000000   144.00000000     0.00000000
      56840       0.00228453     0.00602459   2014         183     0.00515759     0.00007996      0    1536.00000000   472.00000000     0.00000000
      56842       0.01051929     0.00383403   2014         185     0.00326739     0.00036818      0    1496.00000000   490.75000000  1304.00000000
      56843       0.00510131     0.00210384   2014         186     0.00179474     0.00017855      0    5272.00000000  1828.28125000     0.00000000
      56844       0.02546757     0.01454184   2014         187     0.01242679     0.00089136      0     320.00000000    50.00000000     0.00000000
      56845       0.00275388     0.00335233   2014         188     0.00286896     0.00009639      0    2688.00000000   896.50000000     0.00000000
      56846      -0.00606245     0.00356957   2014         189     0.00305074    -0.00021219      0    2648.00000000   717.78125000     0.00000000
      56847       0.00335603     0.00237309   2014         190     0.00202926     0.00011746      0    3096.00000000  1288.21875000   288.00000000
      56848       0.00354565     0.00228557   2014         191     0.00195394     0.00012410      0   16680.00000000  2928.28125000   280.00000000
      56849       0.00322980     0.00208898   2014         192     0.00178589     0.00011304      0   10416.00000000  2460.79687500   704.00000000
      56850       0.00675022     0.00194671   2014         193     0.00165438     0.00023626      0   11696.00000000  2932.56250000  2752.00000000
      56851       0.00625342     0.00326194   2014         194     0.00278646     0.00021887      0    5904.00000000  1144.09375000   320.00000000
      56852       0.00491392     0.00172843   2014         195     0.00147247     0.00017199      0   10048.00000000  3365.62500000  2592.00000000
      56853       0.00533096     0.00146794   2014         196     0.00124661     0.00018658      0    8560.00000000  4050.87500000  2744.00000000
      56854       0.00393253     0.00128351   2014         197     0.00109256     0.00013764      0   12400.00000000  5457.95312500   904.00000000
      56855       0.00604979     0.00166722   2014         198     0.00141586     0.00021174      0   11184.00000000  3523.84375000  4064.00000000
      56856       0.00774559     0.00153001   2014         199     0.00128921     0.00027110      0    6296.00000000  3332.87500000  2064.00000000
      56860       0.00123527     0.00281430   2014         203     0.00240922     0.00004323      0    7768.00000000  1760.42187500     0.00000000
      56861       0.00233068     0.00200369   2014         204     0.00171406     0.00008157      0    6112.00000000  2281.62500000   528.00000000
      56862      -0.00427351     0.00772394   2014         205     0.00661172    -0.00014957      0     320.00000000   101.25000000     0.00000000
      56869       0.00184117     0.00117829   2014         212     0.00100730     0.00006444      0    5056.00000000  3630.62500000     0.00000000
      56870       0.00404652     0.00164654   2014         213     0.00140449     0.00014163      0    4144.00000000  2019.43750000     0.00000000
      56871       0.00161608     0.00245019   2014         214     0.00209721     0.00005656      0    3032.00000000  1001.87500000   448.00000000
      56872      -0.00015310     0.00130716   2014         215     0.00111913    -0.00000536      0    4576.00000000  2894.95312500   832.00000000
      56873       0.00290734     0.00134260   2014         216     0.00114618     0.00010176      0    4248.00000000  2560.40625000     0.00000000
      56874       0.00331176     0.00160768   2014         217     0.00137286     0.00011591      0    7360.00000000  2737.37500000     0.00000000
      56875       0.00868183     0.00258920   2014         218     0.00220146     0.00030386      0    1648.00000000  1303.25000000     0.00000000
      56876      -0.00155402     0.00407734   2014         219     0.00349056    -0.00005439      0     888.00000000   536.87500000     0.00000000
      56877      -0.00208356     0.00272022   2014         220     0.00232812    -0.00007292      0    1048.00000000   754.75000000   192.00000000
      56878       0.00008564     0.00097372   2014         221     0.00083366     0.00000300      0    5832.00000000  5160.37500000    64.00000000
      56879       0.00191401     0.00113824   2014         222     0.00097283     0.00006699      0    6624.00000000  4788.09375000   952.00000000
      56880       0.00136921     0.00097793   2014         223     0.00083626     0.00004792      0   16048.00000000  7734.81057739     0.00000000
      56881       0.00002344     0.00139897   2014         224     0.00119775     0.00000082      0    3896.00000000  3082.18750000   896.00000000
      56882       0.00097524     0.00150613   2014         225     0.00128916     0.00003413      0    4176.00000000  3243.18750000     0.00000000
      56883       0.00279955     0.00112136   2014         226     0.00095640     0.00009798      0    6424.00000000  4594.71875000  2040.00000000
      56884       0.00198504     0.00111416   2014         227     0.00095204     0.00006948      0    6208.00000000  4606.21875000   768.00000000
      56885       0.00126309     0.00117685   2014         228     0.00100687     0.00004421      0    7656.00000000  5089.43750000     0.00000000
      56886       0.00076325     0.00127254   2014         229     0.00108926     0.00002671      0   21280.00000000  8250.29545212  4952.00000000
      56887       0.00067407     0.00131357   2014         230     0.00112445     0.00002359      0   16688.00000000  6775.17674541  1360.00000000
      56888       0.00191719     0.00147169   2014         231     0.00125870     0.00006710      0   10952.00000000  4544.45904112   256.00000000
      56889       0.00194308     0.00200126   2014         232     0.00171242     0.00006801      0    3616.00000000  1723.81250000     0.00000000
      56890       0.00441377     0.00363145   2014         233     0.00310630     0.00015448      0    1152.00000000   513.37500000     0.00000000
      56891      -0.00040084     0.00217139   2014         234     0.00185902    -0.00001403      0    3776.00000000  1681.28125000     0.00000000
      56892      -0.00199530     0.00092932   2014         235     0.00079340    -0.00006984      0    8928.00000000  7075.18750000  1856.00000000
      56893       0.00195043     0.00102115   2014         236     0.00087231     0.00006826      0    8992.00000000  6807.18750000   744.00000000
      56894       0.00024677     0.00152076   2014         237     0.00130200     0.00000864      0    5936.00000000  2907.65625000  1920.00000000
      56895       0.00106791     0.00143144   2014         238     0.00122513     0.00003738      0   11696.00000000  4174.85937500     0.00000000
      56896       0.00004228     0.00200183   2014         239     0.00171390     0.00000148      0    7480.00000000  2137.65625000   512.00000000
      56897       0.00162421     0.00159507   2014         240     0.00136477     0.00005685      0    7976.00000000  2921.65625000   648.00000000
      56898      -0.00471339     0.00206004   2014         241     0.00175807    -0.00016497      0    5160.00000000  1780.87500000  1752.00000000
      56899       0.00178257     0.00128844   2014         242     0.00110182     0.00006239      0    8136.00000000  4229.78125000  1824.00000000
      56901      -0.00238935     0.00403003   2014         244     0.00344963    -0.00008363      0    1536.00000000   452.25000000   320.00000000
      56902       0.00072336     0.00160880   2014         245     0.00137723     0.00002532      0    9352.00000000  3333.61718750     0.00000000
      56903      -0.00008076     0.00268036   2014         246     0.00229483    -0.00000283      0    1576.00000000   722.62500000     0.00000000
      56904      -0.00121725     0.00154660   2014         247     0.00132365    -0.00004260      0    8184.00000000  3526.17187500   512.00000000
      56905       0.00217821     0.00151375   2014         248     0.00129437     0.00007624      0    9944.00000000  3554.75000000     0.00000000
      56906       0.00228836     0.00123050   2014         249     0.00105128     0.00008009      0   20200.00000000  6016.40625000     0.00000000
      56907       0.00002330     0.00122326   2014         250     0.00104731     0.00000082      0   16400.00000000  6421.18750000   320.00000000
      56908      -0.00034016     0.00095435   2014         251     0.00081702    -0.00001191      0   18432.00000000 11457.00000000   736.00000000
      56909       0.00071115     0.00161938   2014         252     0.00138629     0.00002489      0    6376.00000000  3449.34375000     0.00000000
      56910       0.00124149     0.00127564   2014         253     0.00109152     0.00004345      0    6696.00000000  4141.25000000  2368.00000000
      56911       0.00046079     0.00266088   2014         254     0.00227811     0.00001613      0    8560.00000000  1973.65625000     0.00000000
      56912      -0.00059082     0.00100829   2014         255     0.00086308    -0.00002068      0   11720.00000000  8188.25000000   192.00000000
      56913       0.00692878     0.00254150   2014         256     0.00216601     0.00024251      0    4640.00000000  1419.40625000     0.00000000
      56914       0.00300056     0.00165062   2014         257     0.00141034     0.00010502      0    8192.00000000  3299.40625000     0.00000000
      56915       0.00048011     0.00200545   2014         258     0.00171693     0.00001680      0   11160.00000000  3161.59375000     0.00000000
      56916       0.00633788     0.00309693   2014         259     0.00264467     0.00022183      0    2560.00000000  1220.00000000     0.00000000
      56917       0.00251676     0.00282694   2014         260     0.00241915     0.00008809      0    6360.00000000  1469.71875000     0.00000000
      56918       0.00104147     0.00197691   2014         261     0.00169227     0.00003645      0    6168.00000000  2568.61328363     0.00000000
      56919       0.00223143     0.00213193   2014         262     0.00182406     0.00007810      0    3552.00000000  1817.38476562   320.00000000
      56920      -0.00139526     0.00186479   2014         263     0.00159602    -0.00004883      0    3336.00000000  2168.52793407   752.00000000
      56921      -0.00188934     0.00267457   2014         264     0.00228917    -0.00006613      0    5936.00000000  1963.06250000   448.00000000
      56922      -0.00380583     0.00420055   2014         265     0.00359455    -0.00013320      0    1152.00000000   420.50000000     0.00000000
      56923      -0.00803740     0.00826704   2014         266     0.00707385    -0.00028131      0     544.00000000   149.50000000   544.00000000
      56924       0.00119064     0.00282074   2014         267     0.00241475     0.00004167      0    5040.00000000  1621.45312476     0.00000000
      56925       0.00231638     0.00152953   2014         268     0.00130769     0.00008107      0    5576.00000000  3361.56250000     0.00000000
      56926       0.00008193     0.00197497   2014         269     0.00169090     0.00000287      0    4952.00000000  2264.68750000     0.00000000
      56927       0.00342859     0.00238016   2014         270     0.00203522     0.00012000      0    1864.00000000  1114.00000000     0.00000000
      56928      -0.00087170     0.00185243   2014         271     0.00158577    -0.00003051      0    2976.00000000  2186.50000000     0.00000000
      56929      -0.00233172     0.00363663   2014         272     0.00311277    -0.00008161      0    2856.00000000  1561.12306261     0.00000000
      56930      -0.00029475     0.00161371   2014         273     0.00138158    -0.00001032      0    6560.00000000  4234.69139671   256.00000000
      56931       0.00299196     0.00109882   2014         274     0.00093649     0.00010472      0    7216.00000000  6110.56250000     0.00000000
      56932       0.00283140     0.00216801   2014         275     0.00185424     0.00009910      0    2440.00000000  1500.00000000     0.00000000
      56933       0.00183782     0.00203404   2014         276     0.00174060     0.00006432      0    6112.00000000  2629.25000000     0.00000000
      56934       0.00647242     0.00156096   2014         277     0.00132229     0.00022653      0    3672.00000000  2460.09375000     0.00000000
      56935       0.00416442     0.00090313   2014         278     0.00076309     0.00014575      0   12896.00000000 12838.37500000     0.00000000
      56936       0.00069983     0.00134627   2014         279     0.00115244     0.00002449      0    7008.00000000  6848.25000000    64.00000000
      56937       0.01257257     0.00174184   2014         280     0.00144293     0.00044004      0    4976.00000000  2836.84375000     0.00000000
      56938       0.00959583     0.00155333   2014         281     0.00129844     0.00033585      0    7816.00000000  4328.32029951     0.00000000
      56939       0.01441275     0.00354552   2014         282     0.00300467     0.00050445      0    1160.00000000   585.65625000     0.00000000
      56940       0.01840709     0.00208291   2014         283     0.00169587     0.00064425      0    3344.00000000  2223.37500000   384.00000000
      56941       0.02299329     0.00239576   2014         284     0.00193198     0.00080477      0    3168.00000000  1483.03125000     0.00000000
      56942       0.02723033     0.00298519   2014         285     0.00242206     0.00095306      0    4520.00000000  1309.37500000   512.00000000
      56943       0.02133663     0.00213794   2014         286     0.00171513     0.00074678      0    9312.00000000  2629.40625000     0.00000000
      56944       0.01360707     0.00281521   2014         287     0.00237554     0.00047625      0    1728.00000000  1010.50000000     0.00000000
      56945       0.01406336     0.00102977   2014         288     0.00077441     0.00049222      0   16232.00000000 10305.37500763  1984.00000000
      56946       0.00907692     0.00081019   2014         289     0.00063811     0.00031769      0   17320.00000000 15777.54975891     0.00000000
      56947       0.00760797     0.00169684   2014         290     0.00143478     0.00026628      0    2104.00000000  2169.75000000  1088.00000000
      56948       0.00656708     0.00142233   2014         291     0.00120175     0.00022985      0    6248.00000000  3509.75000000    64.00000000
      56949       0.00417835     0.00169808   2014         292     0.00144843     0.00014624      0    7248.00000000  2878.82812500  1408.00000000
      56950       0.00544719     0.00154227   2014         293     0.00131031     0.00019065      0    9560.00000000  3710.92187500  1088.00000000
      56951       0.00249985     0.00110903   2014         294     0.00094655     0.00008749      0   12016.00000000  5950.31250000  1024.00000000
      56952       0.00192347     0.00081222   2014         295     0.00069300     0.00006732      0   10944.00000000  9917.46875000   784.00000000
      56953       0.00184069     0.00087805   2014         296     0.00074973     0.00006442      0   13464.00000000  9183.28125000     0.00000000
      56954       0.00118529     0.00116609   2014         297     0.00099773     0.00004149      0   12280.00000000  6446.06250000   896.00000000
