# Observatory | Observation number | ObsID/mode | MJD | Exposure [sec] | Fitted band [keV] | Flux [0.5-10 keV; erg/s/cm^2] | Flux error [same units] | Nh [1e22 cm^-2] | Nh + error | Nh - error | kT [keV] | kT + error | kT - error | bbodyrad norm | bbodyrad norm + error | bbodyrad norm - error | cutoff power law index | cutoff power law index + error | cutoff power law index - error | E-folding energy [keV] | E-folding energy + error | E-folding energy - error | cutoff power law norm [photons/keV/cm$^2$/s at 1 keV] | cutoff power law norm + error | cutoff power law norm - error | 1st Gaussian energy [keV] | Energy + error | Energy - error | 1st Gaussian sigma [keV] | Sigma + error | Sigma - error | 1st Gaussian norm [photons/cm$^2$/s] | Norm + error | Norm - error | 2nd Gaussian energy [keV] | Energy + error | Energy - error | 2nd Gaussian sigma [keV] | Sigma + error | Sigma - error | 2nd Gaussian norm [photons/cm$^2$/s] | Norm + error | Norm - error | 3rd Gaussian energy [keV] | Energy + error | Energy - error | 3rd Gaussian sigma [keV] | Sigma + error | Sigma - error | 3rd Gaussian norm [photons/cm$^2$/s] | Norm + error | Norm - error | Reduced chi2 | Degrees of Freedom
# NaN implies Gaussian not included in model.
NICER	21	3200360144	59182.24	5438.0	2-10	4.17e-08	2.42e-11	2.73e-01	6.93e-02	7.57e-02	5.43e-01	1.58e-02	1.36e-02	2.23e+03	2.30e+02	3.02e+02	-2.61e-01	4.05e-02	4.80e-02	8.21e+00	3.62e-01	4.78e-01	6.83e-01	2.68e-02	3.27e-02	6.41e+00	4.66e-03	6.20e-03	9.62e-02	6.64e-03	8.39e-03	2.06e-02	9.23e-04	1.13e-03	6.68e+00	7.29e-03	8.75e-03	5.05e-02	1.49e-02	1.26e-02	8.01e-03	1.05e-03	9.52e-04	6.95e+00	1.28e-02	1.33e-02	5.99e-02	1.66e-02	1.70e-02	4.46e-03	5.38e-04	5.90e-04	1.83	784
NICER	22	3200360145	59183.27	1718.0	1-10	3.82e-08	3.52e-11	3.81e-01	8.44e-03	8.55e-03	5.27e-01	6.42e-03	6.34e-03	2.54e+03	6.15e+01	6.28e+01	-2.51e-01	4.38e-02	4.24e-02	8.24e+00	4.24e-01	4.63e-01	6.31e-01	2.38e-02	2.40e-02	6.41e+00	9.54e-03	9.25e-03	8.86e-02	1.32e-02	1.36e-02	1.71e-02	1.73e-03	1.53e-03	6.70e+00	1.71e-02	1.79e-02	6.43e-02	2.85e-02	3.28e-02	7.31e-03	1.68e-03	1.97e-03	6.99e+00	3.21e-02	3.07e-02	5.49e-02	5.49e-02	5.19e-02	3.14e-03	9.38e-04	1.33e-03	1.52	884
NICER	23	3200360147	59186.05	2559.0	1-10	3.30e-08	2.65e-11	4.38e-01	7.56e-03	7.65e-03	5.04e-01	5.66e-03	5.59e-03	2.47e+03	5.64e+01	5.79e+01	-1.81e-01	3.52e-02	3.44e-02	8.73e+00	3.93e-01	4.24e-01	5.92e-01	1.78e-02	1.79e-02	6.40e+00	5.49e-03	6.94e-03	6.26e-02	9.03e-03	1.07e-02	1.19e-02	8.09e-04	8.98e-04	6.66e+00	1.84e-02	1.27e-02	4.58e-02	4.58e-02	2.50e-02	5.73e-03	2.20e-03	1.09e-03	6.90e+00	6.04e-02	3.16e-02	5.63e-02	5.63e-02	8.96e-02	2.18e-03	7.30e-04	2.16e-03	1.44	884
NICER	24	3200360148	59187.08	2518.0	1-10	3.07e-08	1.66e-11	4.51e-01	7.98e-03	7.51e-03	4.95e-01	5.55e-03	5.89e-03	2.53e+03	5.99e+01	6.28e+01	-2.19e-01	5.49e-02	3.33e-02	7.77e+00	3.34e-01	3.24e-01	5.62e-01	1.78e-02	1.63e-02	6.42e+00	4.71e-03	6.85e-03	1.01e-01	8.87e-03	1.04e-02	1.55e-02	7.88e-04	9.10e-04	6.69e+00	6.53e-03	1.23e-02	1.33e-04	5.00e-01	1.33e-04	4.03e-03	5.36e-04	4.36e-04	6.96e+00	1.72e-02	1.74e-02	3.92e-02	3.92e-02	2.55e-02	2.41e-03	4.67e-04	4.86e-04	1.42	884
NICER	25	3200360149	59188.11	3086.0	1-10	2.86e-08	2.21e-11	4.86e-01	9.76e-03	8.97e-03	4.76e-01	5.19e-03	5.84e-03	2.53e+03	6.33e+01	6.55e+01	-1.21e-01	3.33e-02	2.80e-02	8.56e+00	3.64e-01	3.31e-01	5.80e-01	1.61e-02	1.38e-02	6.41e+00	4.32e-03	6.20e-03	6.85e-02	8.56e-03	9.27e-03	1.24e-02	7.30e-04	7.69e-04	6.68e+00	1.06e-02	1.12e-02	5.14e-02	1.90e-02	1.69e-02	5.14e-03	6.87e-04	6.68e-04	7.00e+00	2.39e-02	2.56e-02	4.88e-02	4.88e-02	3.05e-02	1.81e-03	4.13e-04	4.58e-04	1.48	884
NICER	26	3200360150	59189.08	1786.0	1-10	2.76e-08	2.86e-11	4.84e-01	1.00e-02	1.00e-02	4.78e-01	7.42e-03	7.49e-03	2.39e+03	8.03e+01	8.31e+01	-1.33e-01	4.25e-02	4.07e-02	8.49e+00	4.50e-01	4.87e-01	5.52e-01	1.96e-02	1.92e-02	6.40e+00	1.43e-02	1.40e-02	8.43e-02	1.48e-02	1.87e-02	1.12e-02	1.65e-03	1.55e-03	6.67e+00	3.05e-02	2.57e-02	8.03e-02	2.45e-02	3.09e-02	5.75e-03	1.31e-03	1.69e-03	7.00e+00	1.50e-02	7.08e-02	8.78e-09	8.78e-09	3.69e-02	1.62e-03	4.21e-04	4.06e-04	1.24	884
NICER	27	3200360151	59190.05	3234.0	1-10	2.48e-08	1.98e-11	5.23e-01	8.19e-03	8.25e-03	4.48e-01	5.98e-03	5.96e-03	2.54e+03	8.02e+01	8.50e+01	-3.97e-02	2.94e-02	2.87e-02	9.07e+00	3.70e-01	3.94e-01	5.56e-01	1.34e-02	1.32e-02	6.39e+00	1.00e-02	8.63e-03	7.73e-02	1.08e-02	1.20e-02	9.80e-03	1.15e-03	8.46e-04	6.67e+00	2.11e-02	2.26e-02	7.49e-02	3.48e-02	4.89e-02	3.93e-03	1.12e-03	1.40e-03	6.97e+00	5.26e-02	4.23e-02	7.85e-02	4.16e-02	4.65e-02	2.11e-03	1.58e-03	6.43e-04	1.44	884
NICER	28	3200360152	59191.47	3560.0	1-10	2.39e-08	1.85e-11	5.32e-01	8.26e-03	7.86e-03	4.41e-01	5.80e-03	6.12e-03	2.45e+03	8.14e+01	8.32e+01	1.13e-02	2.83e-02	2.58e-02	9.74e+00	4.14e-01	4.16e-01	5.61e-01	1.29e-02	1.20e-02	6.40e+00	7.81e-03	5.84e-03	8.26e-02	9.83e-03	7.77e-03	1.09e-02	8.10e-04	5.64e-04	6.66e+00	1.42e-02	1.27e-02	3.57e-02	3.57e-02	3.63e-02	3.16e-03	6.09e-04	9.75e-04	6.96e+00	3.90e-02	4.16e-02	8.56e-02	3.59e-02	3.16e-02	2.04e-03	5.05e-04	4.01e-04	1.37	884
NICER	29	3200360153	59192.37	1662.0	1-10	1.96e-08	2.42e-11	5.91e-01	1.27e-02	1.28e-02	3.96e-01	8.04e-03	8.07e-03	3.18e+03	1.95e+02	2.17e+02	4.87e-02	3.57e-02	3.47e-02	9.21e+00	4.79e-01	5.24e-01	5.07e-01	1.39e-02	1.38e-02	6.39e+00	1.10e-02	9.14e-03	6.02e-02	1.39e-02	1.35e-02	7.23e-03	8.64e-04	7.10e-04	6.65e+00	2.70e-02	2.06e-02	5.55e-02	4.00e-02	4.09e-02	3.04e-03	7.27e-04	9.68e-04	7.01e+00	5.69e-02	4.89e-02	9.34e-02	9.34e-02	8.41e-02	1.67e-03	7.34e-04	8.05e-04	1.12	884
NICER	30	3200360154	59193.09	1445.0	1-10	2.05e-08	2.66e-11	6.01e-01	1.40e-02	1.38e-02	3.94e-01	9.18e-03	9.33e-03	3.12e+03	2.13e+02	2.44e+02	1.17e-01	3.93e-02	3.56e-02	1.07e+01	7.02e-01	7.58e-01	5.43e-01	1.64e-02	1.52e-02	6.40e+00	7.43e-03	9.09e-03	8.49e-02	1.38e-02	1.23e-02	8.42e-03	7.13e-04	5.16e-04	6.68e+00	1.83e-02	1.69e-02	1.36e-05	5.00e-01	1.36e-05	1.99e-03	3.68e-04	4.10e-04	6.97e+00	4.48e-02	4.74e-02	4.18e-02	4.18e-02	5.59e-02	1.16e-03	4.76e-04	5.07e-04	1.1	884
