#   update April 2020: added the AMXP IGR J17591-2342 and IGR J17379-3747
#	update November 2017: added spin and Porb info; 0 = no Porb known. Note that some Porb are tentative (see comment after src name)
#	update November 2017: Added new AMXP IGR J16597-3704 (Sanna+2017). Corrected that XTE J1739-285 was wrongfully listed among the AMXPs. 
#	update October 2017: updated points of IGR J18245-2452 (M28I) according to more accurate results (Ferrigno+2014) and PSR J1023+0038 following new results (Bogdanov+2017). Moved IGR J17062-6143 to AMXPs (Strohmayer&Keek 2017)
#	updated August 2017: added 10 new points from Jakob (some superseded previous non-detections so those were deleted)
#	originally created April 2017
#
#	1=detection. 0=non-detection
#	source types: 1=Z-source. 2=atoll hard or unknown. 3=atoll soft. 4=AMXP. 5=slow pulsar					
#	Log_Lx		Log_Lr		det	type	src_nr	Ps_Hz	Porb_hr	  #	src_name
# Z-sources
	37.82243965	28.76164662	1	2	36	550	18.95	#	
	37.25586359	28.27313677	0	3	36	550	18.95	#	
	36.65613643	28.68714071	1	2	36	550	18.95	#	
	36.61037894	28.69673877	0	2	36	550	18.95	#	
	36.53531426	28.60160502	0	2	36	550	18.95	#	
	36.43428768	28.68714071	1	2	36	550	18.95	#	
	36.66837089	28.76874143	1	2	36	550	18.95	#	
	36.80447462	28.74604154	1	2	36	550	18.95	#	
	36.89202544	28.87203824	1	3	36	550	18.95	#	
	37.099958	28.49119253	0	2	36	550	18.95	#	
	36.11206839	28.53465823	0	2	36	550	18.95	#	
	36.45714546	28.58041572	0	2	36	550	18.95	#	
	36.6338731	28.91140894	0	2	36	550	18.95	#	
	36.75332182	29.26679659	1	2	36	550	18.95	#	
	36.99202397	29.05753697	1	2	36	550	18.95	#	
	37.00528833	28.73531768	1	3	36	550	18.95	#	
	37.16542682	28.33737767	0	3	36	550	18.95	#	
	36.23203322	28.83222769	1	2	36	550	18.95	#	
	36.04861983	28.58041572	1	2	36	550	18.95	#	
	37.39761669	28.73314076	1	3	36	550	18.95	#	
#	35.83358642	27.32292175	0	2	36	550	18.95	#	not published yet (Guinskaia+in prep)
#	35.71443846	27.32292175	0	2	36	550	18.95	#	not published yet (Guinskaia+in prep)
#	35.0902471	26.98712965	0	2	36	550	18.95	#	not published yet (Guinskaia+in prep)
	35.29835304	28.08233383	0	2	48	589	0	#	GRS 1741.9–2853
	33.40279843	28.05601094	0	2	49	0	0	#	XMM J174457–2850.3
	36.24776546	30.10265154	0	2	50	0	3.4	#	XTE J1759-220 (IGR J17597−220). Prob tentative
	33.90669411	27.90301671	0	2	51	0	0	#	M15 X-3. Prob must be > 1.5 hr
#	36.57382346	28.39268615	1	2	61	0	2.09	1    #	GS 1826-24 (clocked burster)
#	34.2375689	27.6952616	0	2	62	0	0	#	1RXH J173523.7-354013. Prob must be > 1.5 hr
#	34.18166862	27.66739005	0	2	63	0	0	#	AX J1754.2-2754
#	34.04050363	27.8350453	0	2	65	0	0	#	XMMU J174716.1-281048
	36.91609485	28.48891385	0	2	44	0	0	#	XTE J1739-285
#AMXPs
